rowid,rec_url,rec_compiledRelease_ocid,rec_compiledRelease_date,rec_compiledRelease_tender_id,rec_compiledRelease_tender_title,rec_compiledRelease_tender_procuringEntity_name,rec_compiledRelease_tender_mainProcurementCategoryDetails,rec_compiledRelease_tender_statusDetails,rec_compiledRelease_tender_procuringEntity_id,rec_compiledRelease_tender_procurementMethodDetails,rec_compiledRelease_tender_id_tenderPeriod_durationInDays,rec_compiledRelease_tender_id_tenderPeriod_startDate,rec_compiledRelease_tender_id_tenderPeriod_endDate,recrel_url,recrel_id,recrel_tender_id,recrel_tender_statusDetails,recrel_tender_awardCriteria,recrel_tender_awardCriteriaDetails,recrel_tender_mainProcurementCategory,recrel_tender_mainProcurementCategoryDetails,recrel_tender_additionalProcurementCategories,recrel_tender_hasEnquiries,recrel_tender_value_amount,recrel_tender_value_currency,recrel_tender_awardPeriod_startDate,recrel_tender_procuringEntity_id,recrel_tender_procuringEntity_name
45,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382572-1,2021-01-14T07:44:13-04:00,382572-adquisicion-viveres-preparar-kits-alimentos-1,Adquisición de Víveres para preparar kits de alimentos,Municipalidad de Arroyito,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-369,382572-adquisicion-viveres-preparar-kits-alimentos-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382572-adquisicion-viveres-preparar-kits-alimentos-1-1610610253,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382572-adquisicion-viveres-preparar-kits-alimentos-1-1610610253,382572-adquisicion-viveres-preparar-kits-alimentos-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,59570000,PYG,2020-04-17T09:30:00-04:00,DNCP-SICP-CODE-369,Municipalidad de Arroyito
46,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382459-1,2021-01-14T07:42:03-04:00,382459-adquisicion-viveres-preparacion-kits-alimentos-1,Adquisición de viveres para preparación de Kits de Alimentos,Municipalidad de Belén,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-240,382459-adquisicion-viveres-preparacion-kits-alimentos-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382459-adquisicion-viveres-preparacion-kits-alimentos-1-1610610123,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382459-adquisicion-viveres-preparacion-kits-alimentos-1-1610610123,382459-adquisicion-viveres-preparacion-kits-alimentos-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,75180000,PYG,2020-04-18T12:00:00-04:00,DNCP-SICP-CODE-240,Municipalidad de Belén
47,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-387231-1,2021-01-12T09:14:01-04:00,387231-lpn-sbe-n-91-2020-implementacion-servicios-laboratoriales-diagnostico-covid-19-mspbs-1,LPN SBE Nº 91 / 2020 IMPLEMENTACION DE SERVICIOS LABORATORIALES PARA DIAGNOSTICO COVID-19 - MSPBS,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",En Evaluacion (Cerrada),DNCP-SICP-CODE-306,387231-lpn-sbe-n-91-2020-implementacion-servicios-laboratoriales-diagnostico-covid-19-mspbs-1,1.0,2021-01-11T08:00:00-04:00,2021-01-12T08:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/387231-lpn-sbe-n-91-2020-implementacion-servicios-laboratoriales-diagnostico-covid-19-mspbs-1-1610442841,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/387231-lpn-sbe-n-91-2020-implementacion-servicios-laboratoriales-diagnostico-covid-19-mspbs-1-1610442841,387231-lpn-sbe-n-91-2020-implementacion-servicios-laboratoriales-diagnostico-covid-19-mspbs-1,En Evaluacion (Cerrada),priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,19910000000,PYG,2021-01-13T09:30:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
48,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-383915-1,2021-01-04T11:56:57-04:00,383915-adquisicion-insumos-medicos-hospital-clinicas-marco-emergencia-sanitaria-pandemia-co-1,ADQUISICION DE INSUMOS MEDICOS PARA EL HOSPITAL DE CLINICAS - EN EL MARCO DE LA EMERGENCIA SANITARIA ANTE PANDEMIA COVID-19,Facultad de Ciencias Medicas / Universidad Nacional de Asunción,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-1360,383915-adquisicion-insumos-medicos-hospital-clinicas-marco-emergencia-sanitaria-pandemia-co-1,24.0,2020-08-17T14:55:39-04:00,2020-09-11T09:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383915-adquisicion-insumos-medicos-hospital-clinicas-marco-emergencia-sanitaria-pandemia-co-1-1609761417.23477,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383915-adquisicion-insumos-medicos-hospital-clinicas-marco-emergencia-sanitaria-pandemia-co-1-1609761417.23477,383915-adquisicion-insumos-medicos-hospital-clinicas-marco-emergencia-sanitaria-pandemia-co-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,4239816360,PYG,2020-09-11T09:30:00-04:00,DNCP-SICP-CODE-1360,Facultad de Ciencias Medicas / Universidad Nacional de Asunción
49,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-386040-1,2020-12-30T10:50:05-04:00,386040-adquisicion-equipos-emergencia-sanitaria-laboratorio-central-salud-publica-organismo-1,ADQUISICION DE EQUIPOS DE EMERGENCIA SANITARIA PARA EL LABORATORIO CENTRAL DE SALUD PUBLICA - ORGANISMO FINANCIADOR FONDO PARA LA CONVERGENCIA ESTRUCTURAL DEL MERCOSUR - FOCEM,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",En Evaluacion (Cerrada),DNCP-SICP-CODE-306,386040-adquisicion-equipos-emergencia-sanitaria-laboratorio-central-salud-publica-organismo-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386040-adquisicion-equipos-emergencia-sanitaria-laboratorio-central-salud-publica-organismo-1-1609325405,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386040-adquisicion-equipos-emergencia-sanitaria-laboratorio-central-salud-publica-organismo-1-1609325405,386040-adquisicion-equipos-emergencia-sanitaria-laboratorio-central-salud-publica-organismo-1,En Evaluacion (Cerrada),priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,458583163,PYG,2020-12-28T10:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
50,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-386164-1,2020-12-29T17:59:15-04:00,386164-adquisicion-viveres-presentacion-kits-alimentos-1,Adquisición de Víveres con presentación de Kits de Alimentos,Municipalidad de Sargento Jóse Félix López,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-361,386164-adquisicion-viveres-presentacion-kits-alimentos-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386164-adquisicion-viveres-presentacion-kits-alimentos-1-1609264755.22457,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386164-adquisicion-viveres-presentacion-kits-alimentos-1-1609264755.22457,386164-adquisicion-viveres-presentacion-kits-alimentos-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,235000000,PYG,2020-10-09T12:00:00-04:00,DNCP-SICP-CODE-361,Municipalidad de Sargento Jóse Félix López
51,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-385638-1,2020-12-28T12:18:58-04:00,385638-adquisicion-dexmedetomidina-remifentanilo-direccion-terapias-intensivas-msp-bs-covid-1,ADQUISICION DE DEXMEDETOMIDINA Y REMIFENTANILO PARA LA DIRECCION DE TERAPIAS INTENSIVAS DEL MSP Y BS - COVID-19,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,385638-adquisicion-dexmedetomidina-remifentanilo-direccion-terapias-intensivas-msp-bs-covid-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385638-adquisicion-dexmedetomidina-remifentanilo-direccion-terapias-intensivas-msp-bs-covid-1-1609157938.63441,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385638-adquisicion-dexmedetomidina-remifentanilo-direccion-terapias-intensivas-msp-bs-covid-1-1609157938.63441,385638-adquisicion-dexmedetomidina-remifentanilo-direccion-terapias-intensivas-msp-bs-covid-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,21438000000,PYG,2020-09-24T09:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
52,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-383395-1,2020-12-24T13:37:38-04:00,383395-provision-almuerzo-escolar-modalidad-alimentos-preparados-escuelas-cocinando-1,"Provisión de almuerzo escolar, bajo la modalidad de alimentos preparados en las escuelas (cocinando)",Gobierno Departamental de Caaguazú (CAAGUAZÚ),"Servicios - Servicios de ceremonial, gastronomico y funerarios",Adjudicada,DNCP-SICP-CODE-62,383395-provision-almuerzo-escolar-modalidad-alimentos-preparados-escuelas-cocinando-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383395-provision-almuerzo-escolar-modalidad-alimentos-preparados-escuelas-cocinando-1-1608817058.178,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383395-provision-almuerzo-escolar-modalidad-alimentos-preparados-escuelas-cocinando-1-1608817058.178,383395-provision-almuerzo-escolar-modalidad-alimentos-preparados-escuelas-cocinando-1,Adjudicada,priceOnly,Por Total,services,"Servicios - Servicios de ceremonial, gastronomico y funerarios",,False,5404533750,PYG,2020-06-22T07:10:00-04:00,DNCP-SICP-CODE-62,Gobierno Departamental de Caaguazú (CAAGUAZÚ)
53,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-386001-1,2020-12-23T20:46:18-04:00,386001-provision-kits-alimentos-no-perecederos-marco-emergencia-sanitaria-covid-19-1,Provisión de Kits de Alimentos No Perecederos en el marco de la Emergencia Sanitaria Covid-19,Municipalidad de Cambyretá,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-129,386001-provision-kits-alimentos-no-perecederos-marco-emergencia-sanitaria-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386001-provision-kits-alimentos-no-perecederos-marco-emergencia-sanitaria-covid-19-1-1608756378.297,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386001-provision-kits-alimentos-no-perecederos-marco-emergencia-sanitaria-covid-19-1-1608756378.297,386001-provision-kits-alimentos-no-perecederos-marco-emergencia-sanitaria-covid-19-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,1273800000,PYG,2020-10-05T08:00:00-04:00,DNCP-SICP-CODE-129,Municipalidad de Cambyretá
54,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382681-1,2020-12-22T17:52:45-04:00,382681-provision-kits-alimentos-1,Provisión de Kits de Alimentos ,Municipalidad de Horqueta,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-242,382681-provision-kits-alimentos-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382681-provision-kits-alimentos-1-1608659565,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382681-provision-kits-alimentos-1-1608659565,382681-provision-kits-alimentos-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,113190000,PYG,2020-04-20T09:15:00-04:00,DNCP-SICP-CODE-242,Municipalidad de Horqueta
55,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-383905-1,2020-12-22T17:32:51-04:00,383905-compra-banana-para-1,Compra de Banana para,Gobierno Departamental de Caaguazú (CAAGUAZÚ),Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-62,383905-compra-banana-para-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383905-compra-banana-para-1-1608658371.1518,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383905-compra-banana-para-1-1608658371.1518,383905-compra-banana-para-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,812844000,PYG,2020-07-13T07:20:00-04:00,DNCP-SICP-CODE-62,Gobierno Departamental de Caaguazú (CAAGUAZÚ)
56,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382001-1,2020-12-22T12:33:06-04:00,382001-servicio-desinfeccion-prolongada-hospitales-mspbs-19-ncov-1,SERVICIO DE DESINFECCION PROLONGADA PARA HOSPITALES DEL MSPBS - 19-nCOV,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Adjudicada,DNCP-SICP-CODE-306,382001-servicio-desinfeccion-prolongada-hospitales-mspbs-19-ncov-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382001-servicio-desinfeccion-prolongada-hospitales-mspbs-19-ncov-1-1608640386,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382001-servicio-desinfeccion-prolongada-hospitales-mspbs-19-ncov-1-1608640386,382001-servicio-desinfeccion-prolongada-hospitales-mspbs-19-ncov-1,Adjudicada,priceOnly,Por Item,services,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,False,12917955000,PYG,2020-03-19T12:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
57,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-383576-1,2020-12-22T11:20:50-04:00,383576-adquisicion-gases-medicinales-hospital-clinicas-2020-2021-marco-emergencia-sanitaria-1,ADQUISICION DE GASES MEDICINALES PARA EL HOSPITAL DE CLINICAS 2020-2021 - EN EL MARCO DE LA EMERGENCIA SANITARIA ANTE PANDEMIA COVID-19,Facultad de Ciencias Medicas / Universidad Nacional de Asunción,Bienes - Productos quimicos,Anulada o Cancelada,DNCP-SICP-CODE-1360,383576-adquisicion-gases-medicinales-hospital-clinicas-2020-2021-marco-emergencia-sanitaria-1,24.0,2020-07-13T10:05:34-04:00,2020-08-07T09:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383576-adquisicion-gases-medicinales-hospital-clinicas-2020-2021-marco-emergencia-sanitaria-1-1608636050,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383576-adquisicion-gases-medicinales-hospital-clinicas-2020-2021-marco-emergencia-sanitaria-1-1608636050,383576-adquisicion-gases-medicinales-hospital-clinicas-2020-2021-marco-emergencia-sanitaria-1,Anulada o Cancelada,priceOnly,Por Item,goods,Bienes - Productos quimicos,,True,15299820085,PYG,2020-08-07T09:30:00-04:00,DNCP-SICP-CODE-1360,Facultad de Ciencias Medicas / Universidad Nacional de Asunción
58,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-386656-1,2020-12-22T08:53:48-04:00,386656-adquisicion-cabinas-bioseguridad-tipo-ii-a2-procesamiento-muestras-respiratorias-are-1,"ADQUISICION DE CABINAS DE BIOSEGURIDAD TIPO II A2 PARA EL PROCESAMIENTO DE MUESTRAS RESPIRATORIAS EN EL AREA DE BACTERIOLOGIA, EN EL MARCO DE LA CONTINGENCIA DEL COVID-19",Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",En Evaluacion (Cerrada),DNCP-SICP-CODE-306,386656-adquisicion-cabinas-bioseguridad-tipo-ii-a2-procesamiento-muestras-respiratorias-are-1,1.0,2020-12-21T08:00:00-04:00,2020-12-22T08:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386656-adquisicion-cabinas-bioseguridad-tipo-ii-a2-procesamiento-muestras-respiratorias-are-1-1608627228,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386656-adquisicion-cabinas-bioseguridad-tipo-ii-a2-procesamiento-muestras-respiratorias-are-1-1608627228,386656-adquisicion-cabinas-bioseguridad-tipo-ii-a2-procesamiento-muestras-respiratorias-are-1,En Evaluacion (Cerrada),priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,2783350382,PYG,2020-12-23T09:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
59,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382096-1,2020-12-22T06:08:09-04:00,382096-adquisicion-insumos-seguridad-sanitaria-funcionarios-dinac-marco-emergencia-sanitari-1,ADQUISICION DE INSUMOS DE SEGURIDAD SANITARIA PARA FUNCIONARIOS DE LA DINAC EN EL MARCO DE EMERGENCIA SANITARIA COVID 19,Dirección Nacional de Aeronáutica Civil (DINAC),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-178,382096-adquisicion-insumos-seguridad-sanitaria-funcionarios-dinac-marco-emergencia-sanitari-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382096-adquisicion-insumos-seguridad-sanitaria-funcionarios-dinac-marco-emergencia-sanitari-1-1608617289,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382096-adquisicion-insumos-seguridad-sanitaria-funcionarios-dinac-marco-emergencia-sanitari-1-1608617289,382096-adquisicion-insumos-seguridad-sanitaria-funcionarios-dinac-marco-emergencia-sanitari-1,Adjudicada,priceOnly,Por Total,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,342235000,PYG,2020-03-18T10:30:00-04:00,DNCP-SICP-CODE-178,Dirección Nacional de Aeronáutica Civil (DINAC)
60,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-385227-1,2020-12-21T09:16:02-04:00,385227-adquisicion-reactivos-e-insumos-laboratorio-central-salud-emergencia-sanitaria-organ-1,ADQUISICION DE REACTIVOS E INSUMOS PARA EL LABORATORIO CENTRAL DE SALUD EMERGENCIA SANITARIA - ORGANISMO FINANCIADOR FONDO PARA LA CONVERGENCIA ESTRUCTURAL DEL MERCOSUR - FOCEM,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",En Evaluacion (Cerrada),DNCP-SICP-CODE-306,385227-adquisicion-reactivos-e-insumos-laboratorio-central-salud-emergencia-sanitaria-organ-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385227-adquisicion-reactivos-e-insumos-laboratorio-central-salud-emergencia-sanitaria-organ-1-1608542162.19153,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385227-adquisicion-reactivos-e-insumos-laboratorio-central-salud-emergencia-sanitaria-organ-1-1608542162.19153,385227-adquisicion-reactivos-e-insumos-laboratorio-central-salud-emergencia-sanitaria-organ-1,En Evaluacion (Cerrada),priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,1478574304,PYG,2020-12-15T09:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
61,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382914-1,2020-12-18T23:51:43-04:00,382914-cve-sbe-n-67-20-adquisicion-urgencia-impostergable-insumos-ips-combate-coronavirus-1,CVE SBE Nº 67-20 ADQUISICION POR URGENCIA IMPOSTERGABLE DE INSUMOS PARA EL IPS PARA EL COMBATE DEL CORONAVIRUS (COVID 19),Instituto de Previsión Social (IPS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-157,382914-cve-sbe-n-67-20-adquisicion-urgencia-impostergable-insumos-ips-combate-coronavirus-1,1.0,2020-08-10T08:00:00-04:00,2020-08-11T08:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382914-cve-sbe-n-67-20-adquisicion-urgencia-impostergable-insumos-ips-combate-coronavirus-1-1608335503.7313,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382914-cve-sbe-n-67-20-adquisicion-urgencia-impostergable-insumos-ips-combate-coronavirus-1-1608335503.7313,382914-cve-sbe-n-67-20-adquisicion-urgencia-impostergable-insumos-ips-combate-coronavirus-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,56660988000,PYG,2020-08-13T09:00:00-04:00,DNCP-SICP-CODE-157,Instituto de Previsión Social (IPS)
62,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-386986-1,2020-12-18T18:46:13-04:00,386986-adquisicion-kit-alimentos-emergencia-sanitaria-1,Adquisición de kit de Alimentos - Emergencia Sanitaria,Municipalidad de Santa Elena,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-283,386986-adquisicion-kit-alimentos-emergencia-sanitaria-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386986-adquisicion-kit-alimentos-emergencia-sanitaria-1-1608317173.70444,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386986-adquisicion-kit-alimentos-emergencia-sanitaria-1-1608317173.70444,386986-adquisicion-kit-alimentos-emergencia-sanitaria-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,58624800,PYG,2020-11-24T09:10:00-04:00,DNCP-SICP-CODE-283,Municipalidad de Santa Elena
63,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-386504-1,2020-12-18T18:08:20-04:00,386504-adquisicion-kit-alimentos-1,ADQUISICIÓN DE KIT DE ALIMENTOS,Municipalidad de Tebicuary,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-327,386504-adquisicion-kit-alimentos-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386504-adquisicion-kit-alimentos-1-1608314900.35112,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386504-adquisicion-kit-alimentos-1-1608314900.35112,386504-adquisicion-kit-alimentos-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,246996536,PYG,2020-10-21T08:00:00-04:00,DNCP-SICP-CODE-327,Municipalidad de Tebicuary
64,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382480-1,2020-12-18T11:47:00-04:00,382480-provision-kit-alimentos-1,PROVISIÓN DE KIT DE ALIMENTOS ,Municipalidad de Fernando de la Mora,Bienes - Productos Alimenticios,Anulada o Cancelada,DNCP-SICP-CODE-66,382480-provision-kit-alimentos-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382480-provision-kit-alimentos-1-1608292020.10318,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382480-provision-kit-alimentos-1-1608292020.10318,382480-provision-kit-alimentos-1,Anulada o Cancelada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,999997680,PYG,2020-04-16T08:00:00-04:00,DNCP-SICP-CODE-66,Municipalidad de Fernando de la Mora
65,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382616-1,2020-12-18T08:50:21-04:00,382616-adquisicion-insumos-basicos-necesarios-pandemia-coronavirus-covid-19-1,ADQUISICION DE INSUMOS BASICOS NECESARIOS ANTE LA PANDEMIA DE CORONAVIRUS (COVID- 19),Instituto Paraguayo de Tecnologia Agraria (IPTA),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-337,382616-adquisicion-insumos-basicos-necesarios-pandemia-coronavirus-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382616-adquisicion-insumos-basicos-necesarios-pandemia-coronavirus-covid-19-1-1608281421.481,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382616-adquisicion-insumos-basicos-necesarios-pandemia-coronavirus-covid-19-1-1608281421.481,382616-adquisicion-insumos-basicos-necesarios-pandemia-coronavirus-covid-19-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,106334000,PYG,2020-04-22T09:00:00-04:00,DNCP-SICP-CODE-337,Instituto Paraguayo de Tecnologia Agraria (IPTA)
